"originalAsin","reviewsCount","brand","bestsellerRanks","bestsellerRanks/0/category","bestsellerRanks/0/rank","bestsellerRanks/0/url","bestsellerRanks/1/category","bestsellerRanks/1/rank","bestsellerRanks/1/url","bestsellerRanks/2/url","bestsellerRanks/3/url","productOverview/0/key","productOverview/0/value","productOverview/1/value","productOverview/2/key","productOverview/3/key","productOverview/3/value","productOverview/4/key","productOverview/4/value","productOverview/5/key","productOverview/5/value","productOverview/6/key","productOverview/6/value","productOverview/7/key","productOverview/7/value","productOverview/8/key","productOverview/8/value","productOverview/9/key","productOverview/9/value","author","seller","seller/address/0","seller/address/1","seller/address/2","seller/address/3","seller/address/4","seller/averageRating","seller/businessName","seller/id","seller/name","seller/phone","seller/reviewsCount","seller/url","loadedCountryCode","url","price","price/currency","price/value","description","features/0","features/1","features/2","features/4","features/5","features/6","features/8","asin","stars","listPrice","listPrice/currency","listPrice/value","inStock","delivery","priceRange","fastestDelivery"
"B0C1Q9X8VH","1489","PlayStation",,,,,,,,,,"Brand","PlayStation","PlayStation VR2 Bundle (PSVR2)","Special Feature","Connectivity Technology","Bluetooth","Included Components","Cable","Compatible Devices","Game Console","Specific Uses For Product","video games, interactive entertainment, immersive experiences, virtual reality gaming","Age Range (Description)","13 years and up","Model Name","PSVR2","Operating System","PlayStation proprietary operating system",,,,,,,,,,"A2YLYLTN75J8LR","antonline",,,"https://www.amazon.com/sp?seller=A2YLYLTN75J8LR","US","https://www.amazon.com/dp/B0C1Q9X8VH",,"$","439.99",,"PlayStation VR2 Sense technology: Eye tracking. Headset feedback. 3D Audio. Highly intuitive controls – Haptic Feedback, Adaptive Triggers and Finger Touch Detection","Cutting-edge performance","4K HDR visuals","Advanced graphical rendering",,,,"B0C1Q9X8VH","4",,"$","599.99","true","January 21 - 23",,"January 21 - 23"
"B0DLMJLDJ2","80","Beico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A2UF9942X47Y19","jiuliangtuo339872",,,"https://www.amazon.com/sp?seller=A2UF9942X47Y19","US","https://www.amazon.com/dp/B0DLMJLDJ2",,"$","29.99",,"NOVEL DESIGN: This handheld game console features a stylish colorblock design. Free with preloaded 270 classic games and with a gamepad.Join the joystick with the same function as the direction button, you can experience the fun of arcade.Link gamepad and TV,you can also enjoy the games with your companions.","LARGER and CLEARER SCREEN: 3.0 inches HD display, ensuring portability, while also taking into account the comfort of the games. Not too bulky or too small. Tailored for children, Of course, as an adult gamers also can find pleasure in it. In order to prevent the screen from being scratched during production, the screen surface is covered with a protective film. It is normal to have scratches on the protective film. Please tear it off before use.","RECHARGEABLE: Built-in a rechargeable lithium polymer battery, providing a steady stream of energy for your child's happiness. It also eliminates the parents from buying and replacing batteries frequently. Use the micro charging interface, compatible with most electronic product adapters. It only takes 1-2 hours to fully charge and you can play for 5 hours.","KID'S FAVOURITE GIFT: This game console is suitable for birthday, christmas, and party gifts for both adults and children. This will be a big surprise for them. This game console is the perfect gift choice! Your child will love,and you'll love seeing their smile as they embark on epic adventures in the world of gaming.",,,,"B0DLMJLDJ2","3.8",,,,"true","Saturday, January 18",,"Wednesday, January 15"
"B0CGF9HQB1","238","SEGA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B0CGF9HQB1",,"$","24.99",,"Experience the pivotal game of the Persona series faithfully remade with cutting-edge graphics, modernized quality-of-life features, and signature stylish UI.","Fully immerse yourself in an emotional, gripping journey with new scenes and character interactions, additional voiceover, and a reloaded soundtrack.","Choose how to meaningfully spend each day through various activities from exploring the Port Island to forging genuine bonds with beloved characters.",,,,,"B0CGF9HQB1","4.8",,"$","69.99","true","Saturday, January 18",,"Friday, January 17"
"B0DHWRRRRR","4","HigoYXP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A24XHE9AOGOPR2","HigoYXP US",,,"https://www.amazon.com/sp?seller=A24XHE9AOGOPR2","US","https://www.amazon.com/dp/B0DHWRRRRR",,"$","39.99",,"Built-in 20000+ Classic Games: Our game stick 4k has huge game library, it comes with over 20,000 built-in games and 9 pre-installed emulators, pack with 64GB TF card. This gamestick can make you enjoy your favorite classic games without the need for downloads or internet connection","4K HDMI Output: This game consoles with built in games, equipped with expanded HDMI cable, 4K HD HDMI output, 1080P HD quality, suitable for different monitors, can be connected with your TV, projector, Laptop, you can enjoy retro video games via this plug and play video games for tv.","Double handheld 2.4GHz Wireless Controllers: This game stick 4k 40,000 games is equipped with 2pcs 2.4GHz wireless controller adapters, offer stable connections with almost zero latency, wireless connection between game controllers and sticks, you can play your favorite games from the comfort of your couch via our best retro game stick, fight with your partner side by side.","Ideal Gift Choice: Our plug & play video games not only bring fun play time to kids, but also evoke fond childhood memories and release the stress of life for adults and elders, a good toy for all ages; this retro gaming stick for tv supports, ideal as birthday's gift, thanksgiving day's gift, Christmas's gift, anniversary gifts, father’s Day gifts or any occasions. If you have any concerns regarding our retro video game console, please feel free to contact us, we are always here to assist you.",,,,"B0DHWRRRRR","2.7",,,,"true","January 21 - 23",,
"B0DNJ2VMGV","35","TEBIYOU",,"Toys & Games","23783","https://www.amazon.com/gp/bestsellers/toys-and-games/ref=pd_zg_ts_toys-and-games","Travel Games","56","https://www.amazon.com/gp/bestsellers/toys-and-games/166265011/ref=pd_zg_hrsr_toys-and-games",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A38KC96JINSLR2","Tebiyou",,,"https://www.amazon.com/sp?seller=A38KC96JINSLR2","US","https://www.amazon.com/dp/B0DNJ2VMGV",,"$","26.98",,"UPGRADED MODERN GAME SYSTEMS: Specifically for children, Tebiyou handheld game console boast a trendy and innovative design that captures kids' attention.The handheld toy is ergonomically designed to fit small hands comfortably, while the games have been carefully selected to match children's interests and development","218 OLD FASHIONED STYLE GAMES: This video game console contains 218 fun video games for kids, including many classics in entertainment, sports, adventure and various other genres. While playing, children develop important skills such as hand-eye coordination, thinking and problem solving","OUTSTANDING GAMEPLAY FUN: For a superior gaming experience, this gaming system features 3.0"" HD screen, crisp-sounding speakers and arcade-style joystick. Its small and lightweight design makes it easy for kids to use and carry around, while the ergonomic shape ensures a comfortable fit in their hands","DEFINITELY IDEAL GIFTS FOR KIDS: Our handheld game makes great gifts for children, teens and even adults. It's an excellent present for any occasions such as Birthdays, Christmas and Easter. We prioritize customer satisfaction above all, and our team is always ready to assist with any issues you might have",,,,"B0DNJ2VMGV","4.1",,"$","39.99","true","Saturday, January 18",,"Thursday, January 16"
"B0D7HF4F31","95","YELLAMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ECMAHAB64K76","DDecember",,,"https://www.amazon.com/sp?seller=A3ECMAHAB64K76","US","https://www.amazon.com/dp/B0D7HF4F31",,"$","46.99",,"Built-in 20,000+ Super Classic Retro Games ;This wireless TV game console has built-in 20,000+ rich and massive classic games, equipped with a 64GB TF card. No need to download and install by yourself, no Internet required, just connect to the TV to play 20,000+ classic games. Take you back to your childhood memories and enjoy family entertainment time immediately!","Enjoy the Gaming Experience with High-Definition Picture Quality: The game console is equipped with 4K HDMI output and is equipped with an extended HDMI cable, which is suitable for different monitors, and can be connected to a TVset-top box/PC, perfectly meeting your high-resolution and game configuration needs. The retro stick supports saving game progress, and you can search for the games you want to play and collect them, so that you can find the games you want to play anytime, anywhere.","Enjoy A Pleasant Entertainment Time with Family/Friends: Equipped with 2 2.4GHz wireless controller adapters, the connection is stable and almost zero delay. The video game console supports 2 people playing games at the same time, and you can sit comfortably on the sofa with your family/friends to play your favorite games without any interference from wires. (2 wireless controllers need to install 4 AAA batteries, not included in the package)","Ideal Gift for All Ages: The nostalgic game stick not only brings fun game time to us, but also awakens the wonderful childhood memories of adults in the 80s and 90s and releases their life stress. It is a perfect gift choice for birthday/Christmas/Thanksgiving and New Year holiday moments. If you encounter any problems during use, please feel free to contact us",,,,"B0D7HF4F31","3.9",,,,"true","Saturday, January 18",,"Thursday, January 16"
"B0D2PJ16P2","86","Maximum Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3PE9OVK81Q8LB","Clicknpak (Serial Numbers Recorded)",,,"https://www.amazon.com/sp?seller=A3PE9OVK81Q8LB","US","https://www.amazon.com/dp/B0D2PJ16P2",,"$","39.96",,"True to the Original","Striking Art Direction and Score","Respectful Representation","Deluxe Edition Content: Full game, Cowboys & Critters DLC, Reversible coversheet",,,,"B0D2PJ16P2","4.5",,,,"true","Saturday, January 18",,"Thursday, January 16"
"B0DNHCWN8Q","3","Crazyboy",,"Toys & Games","25745","https://www.amazon.com/gp/bestsellers/toys-and-games/ref=pd_zg_ts_toys-and-games","Plug & Play Video Games","44","https://www.amazon.com/gp/bestsellers/toys-and-games/166201011/ref=pd_zg_hrsr_toys-and-games",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A191SBGV3225VD","CrazyboyDirect",,,"https://www.amazon.com/sp?seller=A191SBGV3225VD","US","https://www.amazon.com/dp/B0DNHCWN8Q",,"$","39.99","Plug & Play","Endless retro gaming variety: With over 20,000 games to choose from, all stored on a compact 3.2-inch retro gaming console, the game stick 4K allows you to play your favourite classic video games anytime, anywhere.","High-quality gaming experience: The game stick 4K's 4k resolution and high-fidelity sound quality provide an immersive gaming experience that is sure to rekindle fond memories of the golden era of video gaming.","Enhanced flexibility with Preloaded Electronic Game: Thanks to its wireless capabilities, silky smooth controls, and automatic connection to monitors, the Plug & Play Games enables you to enjoy an unparalleled gaming experience unencumbered by distance or constraints.","Quick and easy access: The game stick 4K offers lightning-fast loading speed and supports up to 128GB TF card expansion, which means that searching for the retro drive game stick you want to play is a breeze. Plus, with its ample storage capacity, you'll never have to worry about missing out on your favourite video games.",,,,"B0DNHCWN8Q","5",,,,"true","Saturday, January 18",,"Wednesday, January 15"
"B0DHX9GTHY","8","Electronic Arts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ODHND3J0WMC8","Amazon.com Services LLC",,,"https://www.amazon.com/sp?seller=A3ODHND3J0WMC8","US","https://www.amazon.com/dp/B0DHX9GTHY",,"$","69.99",,"SAVE A BATTERED WORLD - Enter Thedas, a vibrant world of rugged wilderness, treacherous labyrinths and glittering cities. The world is teetering on a knife’s edge while corrupt gods unleash havoc across the continent. Nations war and factions splinter. Who will you trust? From the Arlathan Forest to the back alleys of Minrathous, this is a broken world. Your actions will affect the fate of Thedas forever.","Unite THE VEILGUARD - Unite a team of seven companions, each with rich lives and deep backstories. These are characters to befriend, and even fall in love with. Among them, an assassin, a necromancer, a detective, each and all bringing their own expertise and unique abilities to the fight. You are never alone, decide who to take into battle and together face down demons, dragons and corrupt gods.","BECOME THE LEADER OTHERS BELIEVE IN - Select from different races and combat classes, customize your appearance, choose your character’s backstory and begin your journey as Rook, Dragon Age’s newest hero. The choice is yours. Brace yourself, there are tough decisions to be made, allies to inspire, and a fight that needs every sword, staff and bow you can muster.",,,,,"B0DHX9GTHY","3.2",,,,"true",,,
"B09DGFDD3T","31638",,,"Kindle Store","443","https://www.amazon.com/gp/bestsellers/digital-text/ref=pd_zg_ts_digital-text","LGBTQ+ Fantasy","1","https://www.amazon.com/gp/bestsellers/books/202437565011/ref=pd_zg_hrsr_books","https://www.amazon.com/gp/bestsellers/digital-text/6505519011/ref=pd_zg_hrsr_digital-text","https://www.amazon.com/gp/bestsellers/digital-text/7588788011/ref=pd_zg_hrsr_digital-text",,,,,,,,,,,,,,,,,,,"Nikki Erlick",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B09DGFDD3T",,,,,,,,,,,,"B09DGFDD3T","4.2",,,,"false",,,
"B0D57TDB2N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C.J. Box",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B0D57TDB2N",,,,,,,,,,,,"B0D57TDB2N",,,,,"false",,,
"B0DDKHNVWF","85826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Callie Hart",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B0DDKHNVWF",,,,,,,,,,,,"B0DDKHNVWF","4.6",,,,"false",,,
"B0D8SH3TNY","303","Nintendo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A2NT1PF6SKFVW3","Esquared Trading",,,"https://www.amazon.com/sp?seller=A2NT1PF6SKFVW3","US","https://www.amazon.com/dp/B0D8SH3TNY",,"$","52.99",,"Set sail with Mario and Luigi on an island-hopping adventure to piece the shattered land of Concordia back together","Visit, explore, and quest your way through islands ranging from tropical rainforests to bustling cities","Meet helpful new friends like Connie and Snoutlet (who is definitely not a pig), and reunite with familiar characters from the Mushroom Kingdom like Peach and Bowser","Use Bros. Moves to overcome obstacles while you explore, and powerful Bros. Attacks to deal with enemies in a dynamic twist on turn-based combat","Equip and freely swap Battle Plugs for extra abilities—and mix and match them to create different effects","The first brand-new entry in the Mario & Luigi series since the Mario & Luigi: Paper Jam game for the Nintendo 3DS system in 2015",,"B0D8SH3TNY","4.7",,,,"true","Friday, January 17",,"Friday, January 17"
"B07GDSWRCH","39877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lisa Jewell",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B07GDSWRCH",,,,,,,,,,,,"B07GDSWRCH","4.3",,,,"false",,,
"B0C4JMJBNX","242630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rebecca Yarros",,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B0C4JMJBNX",,,,,,,,,,,,"B0C4JMJBNX","4.7",,,,"false",,,
"B0D2GST88W","30491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navessa Allen",,,,,,,,,,,,,,,"https://www.amazon.com/dp/B0D2GST88W",,,,,,,,,,,,"B0D2GST88W","4.5",,,,"false",,,
"B0BYQ7S68P","221","ARCADE1UP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B0BYQ7S68P",,"$","499",,"Join the legacy: Library of 12 iconic games, including Ms. Pac-Man, Dig Dug, Galaga, Galaxian, Rompers, Mappy, and more!","Authentic gaming at its finest: Relive the golden era of arcade gaming with original licensed artwork, real-feel joysticks and buttons, light up marquee, and a molded faux coin door.","Enjoy Wi-Fi enabled gaming and unlimited free play: Compete with friends, post scores to leaderboards and download the Companion App to join a community of gamers across the country.","Built to be part of your collection: Enjoy the nostalgia of classic arcade games in your home, complete with authentic artwork and real-feel features; Compact design is easy to assemble and fits seamlessly into any décor; Assembled Dimensions: 22.44” D x 18.82” W x 61”H; Weight: 68 lbs.",,,,"B0BYQ7S68P","4.5",,,,"true","Saturday, January 18",,"Wednesday, January 15"
